*$$ SDRPT007   03012020 VR    18:10:47
  517821 SNAM517821  TA   B     FR               64190                  PP                         BK
  530006 SNAM530006  NX         HK               64999                                             CF
  540008 SNAM540008  TA   B     SG               64141                  PP                         CF
  540016 SNAM540016  TA   B     SG               64141                  PP                         CF
  590000 SNAM590000  TA   B     BR               64999                                             CF
  590018 SNAM590018  TA   B     BR               64121                  PP                         CF
  590026 SNAM590026  TA   B     BR               64121                  PP                         CF
  590034 SNAM590034  TA   B     RU               64121                  PP                         CF
  600007 SNAM600007  NZ   F     TW               64190                  PP                         CF
  600015 SNAM600015  NR   L                      64999                  PP                         CF
  600031 SNAM600031  NR   F     TW               65110                  PP                         RC
  600056 SNAM600056  NR   F     TW               65110                  PP                         RC
  600080 SNAM600080  NR   F     TW               65110                  PP                         CF
  600098 SNAM600098  NS   F     TW               64190                  PP                         CF
  600106 SNAM600106  NS   F     TW               64190                  PP                         CF                                                               Y
  600114 SNAM600114  Z                           64999                                             CF
  600155 SNAM600155  NS   F     TW               66121                  PP                         CF
  600168 SNAM600168  NR   F     TW               64190                  PP                         CF
  600171 SNAM600171  NR   F     TW               64190                  PP                         CF
  600189 SNAM600189  NR   F     TW               64190                  PP                         CF
  600197 SNAM600197  NS   L     TW               66121                  PP                         RC
  600205 SNAM600205  NS   L     TW               64190                  PP                         CF
  600213 SNAM600213  TK   B     JP               64190                  PP                         CF
  600221 SNAM600221  NS   L     GB               64190                  PP                         BK
  600230 SNAM600230  FS   F     TW               64190                  PP                         RC
  600248 SNAM600248  D    F     TW               64190                  PP                         RC
  600256 SNAM600256  NS   L     GB               66121                  PP                         BK
  600264 SNAM600264  N1   L                                                                        CF
  600272 SNAM600272  D    L                                                                        CF
  600289 SNAM600289  D    L                                                                        CF
  600297 SNAM600297  F    L     CN               64190                  PP                         RC
  600305 SNAM600305  NS   L     US               66121                  PP                         RC
  600313 SNAM600313  C    F     GB               66121                  PP                         RC
  600321 SNAM600321  K    F     ID               94920                  PP                         CF
  600330 SNAM600330  NZ   F     HK               46999                  PP                         CF
  600342 SNAM600342  NX   L     CN               64160                  PP                         CF
1 REFERENCE: SDPGM002                                                                        OCCUSXPD FILE                          RUN DATE:11/08/22  TIME:12:40:14  MIDAS DATE: 3JAN20  PAGE:    40
0 Cust   Short      Cust Cust   Pri       Sec     Pri     Sec     Ter   MAS MAS                  Pri ID   Pri ID        Sec ID      Sec ID   Sec ID     Sec ID     Reg Bloomberg Equity
  Number Name       Type Segm Ctry Exp Ctry Exp Ind Cde Ind Cde Ind Cde Sts Date                  Type  Expiry Date     Number       Type  Issue Date Expiry Date  FI  Ticker
  600354 SNAM600354  FS   F     TW               66129                  PP                         RC
  600366 SNAM600366  NS   L     HK               66121                  PP                         RC
  600378 SNAM600378  NZ   F     US               64160                  PP                         CF
  600389 SNAM600389  NZ   F     US               64160                  PP                         CF
  600397 SNAM600397  NS   L     TW               66121                  PP                         RC
  600405 SNAM600405  NZ   L     SG               64190                  PP                         RC
  600413 SNAM600413  NZ   L     HK               64190                  PP                         CF
  600421 SNAM600421  NS   L     CN               66121                  PP                         RC
  600430 SNAM600430  NU   L     TW               64190                  PP                         RC
  600442 SNAM600442  NZ   F     CN               64999                  PP                         RC
  600454 SNAM600454  NU   F     TW               64910                  PP                         RC
  600466 SNAM600466  NZ   L     CN               64190                  PP                         RC
  600478 SNAM600478  NZ   F     TW               66121                  PP                         RC
  600489 SNAM600489  L    F     BE               84120   NA             PP                         RC
  620005 SNAM620005  NS   F     SG               66121                  PP                         CF
  630008 SNAM630008  NX   L                      64121                  PP                         CF
  630016 SNAM630016  NX                          64121                  PP                         CF
  630025 SNAM630025  NX                          64121                  PP                         CF
  630034 SNAM630034  NX   F     TW               64999                  PP                         RC
  680008 SNAM680008  NX                          64999                  PP                         CF
  680016 SNAM680016  N2   F     GB               64190                  PP                         BK
  680024 SNAM680024  NS   F     HK               64190                  PP                         BK
  680032 SNAM680032  TK   B     US               64190                  PP                         RC
  680040 SNAM680040  NS   L     HK               64121                  PP                         BK
  680051 SNAM680051  TK   B     JP               64121                  PP                         CF
  680063 SNAM680063  TK   B     US               64190                  PP                         BK
  680075 SNAM680075  TA   B     GB               64121                  PP                         BK
  680087 SNAM680087  TK   B     GB               64201                  PP                         BK
  680099 SNAM680099  TK   B     GB               64190                  PP                         BK
  680108 SNAM680108  D    L                                                                        CF
  680116 SNAM680116  D    L                                                                        CF
  680124 SNAM680124  D    L                                                                        CF
  680132 SNAM680132  D    L                                                                        CF
  680140 SNAM680140  D    L                                                                        CF
  680151 SNAM680151  D    L                                                                        CF
  680163 SNAM680163  D    L                                                                        CF
  680175 SNAM680175  D    L                                                                        CF
  680187 SNAM680187  D    L                                                                        CF
  680199 SNAM680199  N1   B     LU               64190                  PP                         BK
  680208 SNAM680208  TA   B     BE               64121                  PP                         BK
  680216 SNAM680216  L    F     DK               84120                  PP                         RC
  680224 SNAM680224  NU   F     CN               64910                  PP                         RC
  680232 SNAM680232  NU   F     TW               64910   NA             PP                         RC
  680240 SNAM680240  K    B     GB               84110                  PP                         CF
  680251 SNAM680251  L    F     KR               65123                  PP                         CF                                                               Y
  700005 SNAM700005  F    W     TW        CN     6420C   26113          PP                         RC
  700013 SNAM700013  H    E     TW               26209                  PP                         RC
  700021 SNAM700021                              41001                                             RC
  700039 SNAM700039  D                           26129                                             RC
  700047 SNAM700047                              26129                                             RC
  700054 SNAM700054  H    E     TW               60200                  PP                         RC
  700062 SNAM700062  D    W     TW               60200                  PP                         RC
  700070 SNAM700070  H    E     TW               47531                  PP                         RC
  700088 SNAM700088  F    W     CN        TW     6420C   46511          PP                         RC
  700096 SNAM700096  F    W     TW               26112                  SM                         RC
  700104 SNAM700104  D    W     TW               60200                  PP                         RC
1 REFERENCE: SDPGM002                                                                        OCCUSXPD FILE                          RUN DATE:11/08/22  TIME:12:40:14  MIDAS DATE: 3JAN20  PAGE:    41
0 Cust   Short      Cust Cust   Pri       Sec     Pri     Sec     Ter   MAS MAS                  Pri ID   Pri ID        Sec ID      Sec ID   Sec ID     Sec ID     Reg Bloomberg Equity
  Number Name       Type Segm Ctry Exp Ctry Exp Ind Cde Ind Cde Ind Cde Sts Date                  Type  Expiry Date     Number       Type  Issue Date Expiry Date  FI  Ticker
  700112 SNAM700112  H    E     TW               60200                  PP                         RC
  700120 SNAM700120                              26129                                             RC
  700179 SNAM700179  F    W     TW        CN     6420C   26121          PP                         RC
  700187 SNAM700187  F    W     CN               20113                  PP                         RC
  700203 SNAM700203  F    W     CN        TW     6420G   46522          PP                         RC
  700278 SNAM700278                              64999                                             RC
  700336 SNAM700336  F    W     TW               22121                  PP                         RC
  700377 SNAM700377  FS   L     TW               26201                  PP                         RC
  700385 SNAM700385  D    W     TW        CN     6420C   20119          PP  22-JUN-22              RC
  700393 SNAM700393  F    W     TW               42101   NA             PP                         RC
  700419 SNAM700419  F    W     TW               22213                  PP                         RC
  700427 SNAM700427  F    W     CN        TW     26124   6420C          PP                         RC
  700435 SNAM700435  D    W     TW        HK     6420G   46522          PP                         RC
  700443 SNAM700443  F    W     TW        CN     6420C                  PP                         RC
  700484 SNAM700484  D    W     TW               20132                  PP                         RC
  700500 SNAM700500  F    W     TW               26209                  PP                         RC
  700559 SNAM700559  D    L     TW               13990                  PP                         RC
  700567 SNAM700567  F    W     CN        TW     6420C   46523          PP                         RC
  700583 SNAM700583  F    W     CN        VN     6420C   6420G          PP                         RC
  700591 SNAM700591  F    W     TW        CN     20132   6420C          PP                         RC
  700609 SNAM700609  F    W     TW               26126                  PP                         RC
  700625 SNAM700625  F    L     TW               20131                  PP  04-SEP-13              RC
  700633 SNAM700633  F    E     TW               00000                  PP                         RC
  700641 SNAM700641  F    W     TW               17010                  WL                         RC
  700666 SNAM700666  D    E     CN               26209                  PP                         CF
  700732 SNAM700732  F    W     TW        GB     6420H   50021          PP                         RC
  700757 SNAM700757  F    W     TW               50021                  PP                         RC
  700765 SNAM700765  F    W     TW               25951                  PP                         RC
  700781 SNAM700781  F    L     TW               20131                  PP  04-SEP-13              RC
  700799 SNAM700799  F    L     TW               20131                  PP  04-SEP-13              RC
  700807 SNAM700807  F    W     TW               10799                  PP                         RC
  700815 SNAM700815  F    W     TW        CN     6420C   10799          PP                         RC
  700823 SNAM700823  F    W     TW               25949                  WL                         RC
  700849 SNAM700849  F    W     TW               26126                  SM                         RC
  700856 SNAM700856                              00000                                             RC
  700880 SNAM700880  F    W     TW               23940                  PP                         RC
  700898 SNAM700898  F    W     TW        CN     6420J   6420C          PP                         RC
  700906 SNAM700906  F    W     CN        TW     6420C   23940          PP                         RC
  700922 SNAM700922  F    L     TW               61012                  PP                         RC
  700930 SNAM700930                              00000                                             RC
  700955 SNAM700955                              00000                                             RC
  700971 SNAM700971  F    W     TW               43909                  PP                         RC
  700989 SNAM700989  F    W     TW        CN     25921   6420C          SM                         RC
  700997 SNAM700997  F    W     TW               26124                  PP                         RC
  701003 SNAM701003  F    W     CN        TW     17010                  PP                         RC
  701011 SNAM701011  F    W     CN        TW     22214   6420C          WL                         RC
  701045 SNAM701045  F    W     TW               26123                  PP                         RC
  701102 SNAM701102  F    W     TW        CN     26209   6420C          PP                         RC
  701219 SNAM701219  F    W     TW               20119   01111          PP  19-DEC-19              RC
  701227 SNAM701227                              00000                                             RC
  701268 SNAM701268                              26129                                             RC
  701284 SNAM701284  F    W     TW               6420G   46522          PP                         RC
  701334 SNAM701334  D    W     CN               10799                  PP                         CF
  701342 SNAM701342  D    W     TW               22213                  PP                         RC
  701425 SNAM701425  F    W     TW               10799                  PP                         RC
  701441 SNAM701441  D    E     TW               32200                  PP                         RC
1 REFERENCE: SDPGM002                                                                        OCCUSXPD FILE                          RUN DATE:11/08/22  TIME:12:40:14  MIDAS DATE: 3JAN20  PAGE:    42
0 Cust   Short      Cust Cust   Pri       Sec     Pri     Sec     Ter   MAS MAS                  Pri ID   Pri ID        Sec ID      Sec ID   Sec ID     Sec ID     Reg Bloomberg Equity
  Number Name       Type Segm Ctry Exp Ctry Exp Ind Cde Ind Cde Ind Cde Sts Date                  Type  Expiry Date     Number       Type  Issue Date Expiry Date  FI  Ticker
  701490 SNAM701490  F    W     TW               28221                  PP                         RC
  701532 SNAM701532  L    W     TW               19201   46619          PP                         RC
  701540 SNAM701540                              00000                                             RC
  701557 SNAM701557                              00000                                             RC
  701565 SNAM701565                              00000                                             CF
  701573 SNAM701573                              00000                                             RC
  701581 SNAM701581                              00000                                             RC
  701599 SNAM701599                              00000                                             RC
  701607 SNAM701607                              00000                                             RC
  701649 SNAM701649                              00000                                             RC
  701656 SNAM701656                              00000                                             RC
  701664 SNAM701664                              00000                                             RC
  701672 SNAM701672                              00000                                             RC
  701680 SNAM701680                              00000                                             RC
  701698 SNAM701698                              00000                                             RC
  701706 SNAM701706                              00000                                             RC
  701714 SNAM701714                              00000                                             RC
  701722 SNAM701722                              00000                                             RC
  701730 SNAM701730                              00000                                             RC
  701748 SNAM701748                              00000                                             RC
  701763 SNAM701763  F    L     TW               20131                  PP  04-SEP-13              RC
  701771 SNAM701771  D    W     CN               10799                  PP                         CF
  701813 SNAM701813  F    W     CN               10799                  PP                         CF
  701821 SNAM701821  F    W     TW               71129                  PP                         RC
  701840 SNAM701840                              00000                                             RC
  701878 SNAM701878  F    W     TW               20119                  PP                         RC
  701899 SNAM701899                              00000                                             RC
  701901 SNAM701901  F    W     TW               22121                  PP                         RC
  701913 SNAM701913                              00000                                             RC
  701925 SNAM701925                              00000                                             RC
  701950 SNAM701950  F    W     CN               26126                  PP                         RC
  701974 SNAM701974                              00000                                             RC
  702028 SNAM702028  F    W     TW               46522                  WL                         RC
  702030 SNAM702030  F    L     TW               26112                  PP  03-APR-13              RC
  702051 SNAM702051  F    W     TW               47751                  PP                         RC                                                                  SPCH SP EQUITY
  702092 SNAM702092  F    W     TW        CN     6420C   46522          PP                         RC
  702111 SNAM702111  D    E     TW               56111                  PP                         RC
  702147 SNAM702147  F    W     CN        US     46511   6420C          PP                         RC
  702235 SNAM702235  F    W     CN        TW     6420G   46511          PP                         RC
  702243 SNAM702243  D    W     CN               29300                  PP                         RC
  702251 SNAM702251  F    W     TW               26113                  PP                         RC
  702260 SNAM702260                              00000                                             RC
  702284 SNAM702284  F    L     TW               61099                  PP                         RC
  702310 SNAM702310  F    W     TW        CN     71122   46541          PP                         RC
  702329 SNAM702329  M    L     TW               61091                  PP                         RC
  702345 SNAM702345  M    W     TW               10720                  PP                         RC
  702361 SNAM702361  F    W     TW               26119                  PP                         RC
  702382 SNAM702382  F    W     TW        US     26129   6420C          PP                         RC
  702596 SNAM702596  D    W     TW               24310                  PP                         RC
  702610 SNAM702610  D    L     TW               35101                  PP                         RC
  702684 SNAM702684  F    W     CN        DK     6420C   26209          PP                         RC
  702689 SNAM702689  D    L     TW               20132                  PP                         CF
  702696 SNAM702696  D    W     TW        CN     6420G   46522          PP                         RC
  702708 SNAM702708  M    L     TW               49102                  PP                         RC
  702710 SNAM702710  D    W     TW               26309                  PP                         RC
  702721 SNAM702721  D    W     TW        CN     46522   NA             PP                         RC
1 REFERENCE: SDPGM002                                                                        OCCUSXPD FILE                          RUN DATE:11/08/22  TIME:12:40:14  MIDAS DATE: 3JAN20  PAGE:    43
0 Cust   Short      Cust Cust   Pri       Sec     Pri     Sec     Ter   MAS MAS                  Pri ID   Pri ID        Sec ID      Sec ID   Sec ID     Sec ID     Reg Bloomberg Equity
  Number Name       Type Segm Ctry Exp Ctry Exp Ind Cde Ind Cde Ind Cde Sts Date                  Type  Expiry Date     Number       Type  Issue Date Expiry Date  FI  Ticker
  702745 SNAM702745  D    W     TW               20119                  PP                         RC
  702872 SNAM702872  FS   L     CN               62011                  PP                         CF
  702884 SNAM702884  FS   L     AU               64190                  PP                         RC
  702896 SNAM702896  F    W     TW        CN     6420C                  PP                         RC
  702910 SNAM702910  D    L     TW               64910                  PP                         RC
  702921 SNAM702921  F    L     CN               63120                  PP                         RC
  702933 SNAM702933  F    L     US               61012                  PP                         RC
  702945 SNAM702945  F    L     CN               6420J                  PP                         RC
  702957 SNAM702957  D    W     SG               6499J                  PP                         RC
  702969 SNAM702969  D    W     TW               47199                  PP                         RC
  702972 SNAM702972  D    L     TW               66192                  PP                         RC
  702984 SNAM702984  D    W     TW        CN     6420C   N.A.           PP                         RC
  703021 SNAM703021  M    L     CN               35103                  PP                         RC
  703057 SNAM703057  M    L     CN               79101                  PP                         RC
  703069 SNAM703069  D    W     TW               35102                  PP                         RC
  703078 SNAM703078  D    L     HK               64190                  PP                         CF
  703086 SNAM703086  M    L     CN               64202                  PP                         CF
  703094 SNAM703094  M    L     CN               35103                  PP                         CF
  703102 SNAM703102  FS   L     AU               20120                  PP                         RC
  703110 SNAM703110  D    L     CN               6810D                  PP                         CF
  703121 SNAM703121  D    L     CN               6810D                  PP                         CF
  703133 SNAM703133  F    C     CN               30200                  PP                         CF
  703145 SNAM703145  FS   L     US               20120                  PP                         RC
  703157 SNAM703157  FS   L     US               62019                  PP                         CF
  703169 SNAM703169  M    L     CN               6810D                  PP                         RC
  703178 SNAM703178  FS   L     NZ               10501                  PP                         RC
  703186 SNAM703186  F    L     JP               49102                  PP                         CF
  703194 SNAM703194  D    W     TW               35102   NA             PP                         RC
  703210 SNAM703210  D    L     CN               42102                  PP                         RC                                                                  FMIL SP EQUITY
  703221 SNAM703221  D    L     CN               20299                  PP                         RC
  703233 SNAM703233  D    L     US               11030                  PP                         RC
  703245 SNAM703245  FS   L     CN               10509                  PP                         CF
  703257 SNAM703257  D    L     CN               42201                  PP                         CF
  703269 SNAM703269  D    L     CN               6420F                  PP                         RC
  703278 SNAM703278  D    L     CN               6420F                  PP                         RC
  703286 SNAM703286  D    L     CN               49102                  PP                         CF
  703294 SNAM703294  D    L     CN               49102                  PP                         CF
  703302 SNAM703302  D    L     CN               6420D                  PP                         RC
  703310 SNAM703310  D    L     CN               35101                  PP                         CF
  703321 SNAM703321  FS   L     CN               47531                  PP                         RC
  703333 SNAM703333  FS   L     DE               61012                  PP                         RC
  703345 SNAM703345  D    L     US               64910                  PP                         RC
  703357 SNAM703357  FS   L     US               6420G                  PP                         CF
  703369 SNAM703369  FS   L     US               62019                  PP                         RC
  703378 SNAM703378  FS   L     CN               0000A                  PP                         RC
  703386 SNAM703386  D    L     CN               42101                  PP                         CF
  703394 SNAM703394  NZ   F     HK               64999                  PP                         FN
  703433 SNAM703433  D    L     CN               09001   NA                                        RC
  703445 SNAM703445  FS   L     TW               24109   NA             PP                         RC
  760009 SNAM760009                              00000                                             CF
  760017 SNAM760017                              00000                                             CF
  760025 SNAM760025                              00000                                             CF
  760033 SNAM760033                              00000                                             CF
  760041 SNAM760041                              00000                                             CF
  760058 SNAM760058                              00000                                             CF
  760066 SNAM760066                              00000                                             CF
1 REFERENCE: SDPGM002                                                                        OCCUSXPD FILE                          RUN DATE:11/08/22  TIME:12:40:14  MIDAS DATE: 3JAN20  PAGE:    44
0 Cust   Short      Cust Cust   Pri       Sec     Pri     Sec     Ter   MAS MAS                  Pri ID   Pri ID        Sec ID      Sec ID   Sec ID     Sec ID     Reg Bloomberg Equity
  Number Name       Type Segm Ctry Exp Ctry Exp Ind Cde Ind Cde Ind Cde Sts Date                  Type  Expiry Date     Number       Type  Issue Date Expiry Date  FI  Ticker
  760074 SNAM760074                              00000                                             CF
  760082 SNAM760082                              00000                                             CF
  760090 SNAM760090                              00000                                             CF
  760101 SNAM760101                              00000                                             CF
  760113 SNAM760113  F    W     TW        CN     26112                  WL                         RC
  760125 SNAM760125                              00000                                             CF
  760137 SNAM760137                              00000                                             CF
  760149 SNAM760149                              00000                                             CF
  760152 SNAM760152                              00000                                             CF
  760164 SNAM760164                              00000                                             CF
  760176 SNAM760176                              00000                                             CF
  760188 SNAM760188                              00000                                             CF
  760190 SNAM760190                              00000                                             CF
  760201 SNAM760201                              00000                                             CF
  760213 SNAM760213                              00000                                             CF
  760225 SNAM760225                              00000                                             CF
  760237 SNAM760237                              00000                                             CF
  760249 SNAM760249                              00000                                             CF
  760250 SNAM760250                              00000                                             CF
  760262 SNAM760262                              00000                                             CF
  760274 SNAM760274                              00000                                             CF
  760286 SNAM760286                              00000                                             CF
  760298 SNAM760298                              00000                                             CF
  760300 SNAM760300                              00000                                             CF
  760312 SNAM760312                              00000                                             CF
  760324 SNAM760324                              00000                                             CF
  760336 SNAM760336                              00000                                             CF
  760348 SNAM760348                              00000                                             CF
  760350 SNAM760350                              00000                                             CF
  760362 SNAM760362                              00000                                             CF
  760374 SNAM760374                              00000                                             CF
  760386 SNAM760386  K                           00000                  PP                         CF
  760398 SNAM760398                              00000                                             CF
  760400 SNAM760400  M    L     TW               35101                  PP                         CF
  760412 SNAM760412                              00000                                             CF
  760424 SNAM760424  F    W     TW        HK     6420G   46522          PP                         RC
  760448 SNAM760448  D    W     TW               00000                                             CF
  760450 SNAM760450                              00000                                             CF
  760461 SNAM760461                              00000                                             CF
  760473 SNAM760473                              00000                                             CF
  760485 SNAM760485                              00000                                             CF
  760509 SNAM760509                              00000                                             CF
  760512 SNAM760512  D    W     CN               00000                  PP                         RC
  760524 SNAM760524                              00000                                             CF
  760536 SNAM760536                              00000                                             CF
  760548 SNAM760548                              00000                                             CF
  760559 SNAM760559                              00000                                             CF
  760567 SNAM760567                              00000                                             CF
  760575 SNAM760575  D    W     CN               00000                  PP                         CF
  760583 SNAM760583  D    W     CN               22121   NA                                        RC
  760591 SNAM760591                              00000                                             CF
  760608 SNAM760608                              00000                                             RC
  760616 SNAM760616             CN               6420C                                             CF
  760624 SNAM760624  D    W     CN               6420C                  SM                         CF
  760632 SNAM760632                              00000                                             CF
  760640 SNAM760640       W                      00000                                             CF
1 REFERENCE: SDPGM002                                                                        OCCUSXPD FILE                          RUN DATE:11/08/22  TIME:12:40:14  MIDAS DATE: 3JAN20  PAGE:    45
0 Cust   Short      Cust Cust   Pri       Sec     Pri     Sec     Ter   MAS MAS                  Pri ID   Pri ID        Sec ID      Sec ID   Sec ID     Sec ID     Reg Bloomberg Equity
  Number Name       Type Segm Ctry Exp Ctry Exp Ind Cde Ind Cde Ind Cde Sts Date                  Type  Expiry Date     Number       Type  Issue Date Expiry Date  FI  Ticker
  760651 SNAM760651                              00000                                             CF
  760663 SNAM760663                              00000                                             CF
  760675 SNAM760675                              00000                                             RC
  760687 SNAM760687                              00000                                             CF
  760699 SNAM760699                              00000                                             CF
  760702 SNAM760702                              00000                                             RC
  760714 SNAM760714                              00000                                             RC
  760726 SNAM760726                              00000                                             RC
  760738 SNAM760738                              00000                                             RC
  760740 SNAM760740                              00000                                             RC
  760751 SNAM760751                              00000                                             RC
  760763 SNAM760763                              00000                                             RC
  760775 SNAM760775  D    W     HK               00000                                             RC
  760787 SNAM760787                              00000                                             RC
  760799 SNAM760799                              00000                                             RC
  760802 SNAM760802                              00000                                             RC
  760814 SNAM760814                              00000                                             RC
  760826 SNAM760826                              00000                                             RC
  760838 SNAM760838                              00000                                             RC
  760840 SNAM760840                              00000                                             RC
  760851 SNAM760851                              00000                                             RC
  760863 SNAM760863  D    W     CN               26209                  PP                         RC
  760875 SNAM760875                              00000                                             RC
  760887 SNAM760887                              00000                                             RC
  760899 SNAM760899                              00000                                             RC
  760900 SNAM760900                              00000                                             RC
  760918 SNAM760918  NZ   L     TW               65124                  PP                         RC
  760926 SNAM760926  NS   F     TW               64190                  PP                         RC
  760934 SNAM760934                              64999                                             RC
  760942 SNAM760942                              64999                                             RC
  760999 SNAM760999                              00000                                             RC
  761000 SNAM761000                              00000                                             RC
  761018 SNAM761018                              00000                                             RC
  761026 SNAM761026                              00000                                             RC
  761051 SNAM761051                              00000                                             RC
  761063 SNAM761063                              00000                                             CF
  761075 SNAM761075  D    W     CN               6420G                                             RC
  761087 SNAM761087             CN               6420C                                             RC
  761099 SNAM761099                              00000                                             RC
  761100 SNAM761100                              00000                                             RC
  761118 SNAM761118  D    W     CN               6420C                  PP                         RC
  761126 SNAM761126             CN               10764                  PP                         RC
  761134 SNAM761134                              00000                                             RC
  761142 SNAM761142                              00000                                             RC
  761151 SNAM761151                              00000                                             CF
  761175 SNAM761175                              00000                  PP                         RC
  761187 SNAM761187  D    W     TW               22214                  PP                         RC
  761199 SNAM761199                              64202                                             CF
  761200 SNAM761200  D    W     CN               26209                  PP                         RC
  761218 SNAM761218  D    W     TW               30909                  PP                         RC
  761226 SNAM761226  D    L                                                                        CF
  761234 SNAM761234  K    L                                                                        CF
  761242 SNAM761242  NZ   L                                                                        CF
  761251 SNAM761251  D    L                                                                        CF
  761263 SNAM761263  D    L                                                                        CF
  761275 SNAM761275  NZ   F                                                                        CF
1 REFERENCE: SDPGM002                                                                        OCCUSXPD FILE                          RUN DATE:11/08/22  TIME:12:40:14  MIDAS DATE: 3JAN20  PAGE:    46
0 Cust   Short      Cust Cust   Pri       Sec     Pri     Sec     Ter   MAS MAS                  Pri ID   Pri ID        Sec ID      Sec ID   Sec ID     Sec ID     Reg Bloomberg Equity
  Number Name       Type Segm Ctry Exp Ctry Exp Ind Cde Ind Cde Ind Cde Sts Date                  Type  Expiry Date     Number       Type  Issue Date Expiry Date  FI  Ticker
  761287 SNAM761287  NZ   L                                                                        CF
  761299 SNAM761299  D    L                                                                        CF
  761300 SNAM761300  D    L                                                                        CF
  761318 SNAM761318  GA   L                                                                        CF
  761326 SNAM761326       L                                                                        CF
  761334 SNAM761334  F    F                                                                        CF
  761342 SNAM761342  D                                                                             RC
  761351 SNAM761351  D                           98000                                             RC
  761363 SNAM761363  D          DE                                                                 CF
  761375 SNAM761375  D          SG                                                                 CF
  761387 SNAM761387  F    F                                                                        CF
  761399 SNAM761399  D    W                      6420C                  PP                         RC
  761401 SNAM761401  D    W                      6420C                  PP                         RC
  761413 SNAM761413  D    W                      6420C                  PP                         RC
  761425 SNAM761425  NZ                                                                            CF
  761437 SNAM761437  D                                                                             CF
  761587 KKR    LDN                                                                                CF                                                               N
  790006 SNAM790006  H    W     TW               50021                                             CF
  790014 SNAM790014  H    W     TW               26113                                             CF
  790022 SNAM790022  H    W     TW               17022                                             CF
  790030 SNAM790030  H                           00000                                             CF
  790048 SNAM790048  H    W     TW               26124                                             CF
  790055 SNAM790055  H    W     TW               23940                                             CF
  790063 SNAM790063  H    W     TW               17010                                             CF
  790071 SNAM790071  H    W     TW               26126                                             CF
  790089 SNAM790089  H    W     TW               50021                                             CF
  790097 SNAM790097  H    W     TW               20131                                             CF
  790105 SNAM790105  H    W     TW               25949                                             CF
